index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.zeit.de/news/2025-08/01/bayern-startet-mit-regen-in-die-sommerferien,https://www.zeit.de/news/2025-08/01/bayern-startet-mit-regen-in-die-sommerferien,0,www.zeit.de,Wetter: Bayern startet mit Regen in die Sommerferien,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Bayern startet mit Regen in die Sommerferien“.,https://img.zeit.de/news/2025-08/01/bayern-startet-mit-regen-in-die-sommerferien-image-group/wide__1300x731,2025-08-01T04:57:17Z,,"Zu Beginn der bayerischen Sommerferien wird es vor allem eins: nass. Der Deutsche Wetterdienst (DWD) rechnet lokal mit Starkregen. Grund dafür ist ein Tief über Nordeuropa, das kühle Luft nach Bayern… [+1041 chars]",,de,'Temperaturen'
https://www.stern.de/gesellschaft/regional/thueringen/naturschutz--gummibaender-werden-jungen-stoerchen-zum-verhaengnis-35941618.html,https://www.stern.de/gesellschaft/regional/thueringen/naturschutz--gummibaender-werden-jungen-stoerchen-zum-verhaengnis-35941618.html,0,www.stern.de,Naturschutz: Gummibänder werden jungen Störchen zum Verhängnis,Jena (th) - Gummibänder im Biomüll werden für junge Störche in Thüringen zur tödlichen Gefahr. Acht junge Weißstörche seien in diesem Jahr nachweislich im,https://image.stern.de/35941620/t/CY/v1/w1440/r1.7778/-/01--hfauz2ytwyv10axs2048jpeg---11e537b6454d34d0.jpg,2025-08-01T09:31:37Z,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Der Bestand an Weißstörchen hat sich in Thüringen in den vergangenen Jahren erhöht. Nun ist aber der Nachwuchs in Gefahr. Was ist der Grund dafür… [+2127 chars]",,de,'Vögel'
https://www.stern.de/gesellschaft/regional/hamburg-schleswig-holstein/trinkwasserversorgung--mehr-trinkwasserbrunnen-fuer-hamburg-35941988.html,https://www.stern.de/gesellschaft/regional/hamburg-schleswig-holstein/trinkwasserversorgung--mehr-trinkwasserbrunnen-fuer-hamburg-35941988.html,0,www.stern.de,Trinkwasserversorgung: Mehr Trinkwasserbrunnen für Hamburg,In der Hitze des Sommers ist ausreichend Flüssigkeitszufuhr besonders wichtig. Doch nicht jeder kann sich immer und überall Trinkwasser leisten. Mehr kostenlose Spender sollen in Hamburg helfen.,https://image.stern.de/35941990/t/jo/v1/w1440/r1.7778/-/01--2tyvqvybd5v9axs2048jpeg---95cbce11fcad7b02.jpg,2025-08-01T10:28:04Z,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
In der Hitze des Sommers ist ausreichend Flüssigkeitszufuhr besonders wichtig. Doch nicht jeder kann sich immer und überall Trinkwasser leisten. … [+1562 chars]",,de,'Hitze'
https://www.faz.net/aktuell/wissen/physik-mehr/meister-der-hexenkueche-der-tieftemperaturphysiker-douglas-osheroff-wird-achtzig-110616484.html,https://www.faz.net/aktuell/wissen/physik-mehr/meister-der-hexenkueche-der-tieftemperaturphysiker-douglas-osheroff-wird-achtzig-110616484.html,0,www.faz.net,Douglas Osheroff wird 80: Meister der Tieftemperaturküche,"Er hat entdeckt, warum Helium-3 bei tiefen Temperaturen ohne Reibung die Wände hochströmt, und die NASA gerügt. Heute wird der amerikanische Physiker und Nobelpreisträger Douglas Osheroff 80 Jahre alt.",https://media0.faz.net/ppmedia/aktuell/4045816731/1.10616754/facebook_teaser_fplus/douglas-dean-osheroff-spricht.jpg,2025-08-01T12:16:23Z,,Für Douglas Osheroff kann es nicht kalt genug sein. Denn erst bei möglichst tiefen Temperaturen wird der Forschergeist des amerikanischen Physikers geweckt. So gibt es nahe dem absoluten Nullpunkt er… [+398 chars],,de,'Temperaturen'
https://www.sueddeutsche.de/muenchen/muenchen-tiere-garten-eichhoernchen-igel-li.3273995,https://www.sueddeutsche.de/muenchen/muenchen-tiere-garten-eichhoernchen-igel-li.3273995,0,www.sueddeutsche.de,Tiere in der Stadt: Mein Nachbar – das zerstörerische Eichhörnchen,"Selbst in der Stadt gibt es Natur, da nisten sich auch mal Igel und Enten bei Münchnerinnen und Münchnern ein. Das bringt putzige Geschichten hervor – und tragische.",https://www.sueddeutsche.de/2025/08/01/24cd32cb-d593-404e-afc9-89749789a7bb.jpg?q=60&fm=webp&width=1200&rect=146%2C0%2C1308%2C736,2025-08-01T12:37:17Z,,"Und tatsächlich: Nach einiger Zeit hörten wir Vogel-Piepen. Ein Happy End? Mitnichten. Als wir eines Abends nach Hause kamen, lag das Häuschen-Nest kaputt im Garten, und wenig später ereilte das Rega… [+13857 chars]",,de,'Natur'
https://www.horizont.net/medien/nachrichten/horizont-streamt-diese-serien-sollten-sie-im-august-auf-dem-schirm-haben-229308,https://www.horizont.net/medien/nachrichten/horizont-streamt-diese-serien-sollten-sie-im-august-auf-dem-schirm-haben-229308,0,www.horizont.net,HORIZONT streamt: Diese Serien sollten Sie im August auf dem Schirm haben,"Für diejenigen, die ihre Abende angesichts des durchwachsenen Wetters lieber auf der Couch als im Freibad verbringen, bieten die Streamingdienste auch im August jede Menge Nachschub, darunter das Herzensprojekt von Jason Momoa oder der erste Serienableger der…",https://www.horizont.net/news/media/48/Chief-of-War--Jason-Momoa--AppleTV-476348.jpeg,2025-08-01T16:00:00Z,https://web.archive.org/web/20250803024011/https://www.horizont.net/medien/nachrichten/horizont-streamt-diese-serien-sollten-sie-im-august-auf-dem-schirm-haben-229308,"""Alien: Earth""
Nach sieben Kinofilmen und diversen Crossovern mit der Predator-Reihe wird das ""Alien""-Universum nun um eine Serie erweitert. Im Jahr 2120 wird die Erde von fünf Konzernen regiert, di… [+3783 chars]",,de,'Freibad'
https://www.zeit.de/news/2025-08/01/sonne-strahlt-zum-auftakt-des-watt-en-schlick-festivals,https://www.zeit.de/news/2025-08/01/sonne-strahlt-zum-auftakt-des-watt-en-schlick-festivals,0,www.zeit.de,Festival am Jadebusen: Sonne strahlt zum Auftakt des Watt en Schlick Festivals,Hier finden Sie Informationen zu dem Thema „Festival am Jadebusen“. Lesen Sie jetzt „Sonne strahlt zum Auftakt des Watt en Schlick Festivals“.,https://img.zeit.de/news/2025-08/01/sonne-strahlt-zum-auftakt-des-watt-en-schlick-festivals-image-group/wide__1300x731,2025-08-01T16:08:09Z,,"Musikhören, Tanzen und Feiern bei Ebbe und Flut am Wattenmeer: Am Nordseestrand von Dangast in Friesland hat das «Watt en Schlick Festival» begonnen. An diesem Wochenende werden zu der inzwischen 12.… [+1920 chars]",,de,'Sonne'
https://www.zeit.de/news/2025-08/02/regen-und-gewitter-vermiesen-erstes-sommerferienwochenende,https://www.zeit.de/news/2025-08/02/regen-und-gewitter-vermiesen-erstes-sommerferienwochenende,0,www.zeit.de,Wetterbericht: Regen und Gewitter vermiesen erstes Sommerferienwochenende,Hier finden Sie Informationen zu dem Thema „Wetterbericht“. Lesen Sie jetzt „Regen und Gewitter vermiesen erstes Sommerferienwochenende“.,https://img.zeit.de/news/2025-08/02/regen-und-gewitter-vermiesen-erstes-sommerferienwochenende-image-group/wide__1300x731,2025-08-02T06:56:33Z,,"Wer am Wochenende in Baden-Württemberg unterwegs ist, sollte wettertechnisch flexibel bleiben - und sicherheitshalber einen Schirm oder eine Regenjacke dabeihaben. Denn laut Prognose des Deutschen We… [+1567 chars]",,de,'Regen'
https://www.zeit.de/news/2025-08/02/wechselhaftes-wochenende-mit-regen-wind-und-gewittern,https://www.zeit.de/news/2025-08/02/wechselhaftes-wochenende-mit-regen-wind-und-gewittern,0,www.zeit.de,"Wetterprognose: Wechselhaftes Wochenende mit Regen, Wind und Gewittern","Hier finden Sie Informationen zu dem Thema „Wetterprognose“. Lesen Sie jetzt „Wechselhaftes Wochenende mit Regen, Wind und Gewittern“.",https://img.zeit.de/news/2025-08/02/wechselhaftes-wochenende-mit-regen-wind-und-gewittern-image-group/wide__1300x731,2025-08-02T07:02:06Z,,"Wer am Wochenende draußen unterwegs ist, sollte sich weiterhin auf wechselhaftes Wetter einstellen. Tiefs über Skandinavien lenken feuchte Atlantikluft nach Deutschland - das sorgt am Wochenende für … [+1118 chars]",,de,'Regen'
https://www.zeit.de/news/2025-08/02/gewitter-und-ein-bisschen-sonne-in-mecklenburg-vorpommern,https://www.zeit.de/news/2025-08/02/gewitter-und-ein-bisschen-sonne-in-mecklenburg-vorpommern,0,www.zeit.de,Wetter: Gewitter und ein bisschen Sonne in Mecklenburg-Vorpommern,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Gewitter und ein bisschen Sonne in Mecklenburg-Vorpommern“.,https://img.zeit.de/news/2025-08/02/gewitter-und-ein-bisschen-sonne-in-mecklenburg-vorpommern-image-group/wide__1300x731,2025-08-02T09:05:27Z,,Das aktuelle Wettertief dominiert auch am Wochenende noch in Mecklenburg-Vorpommern. Der Deutsche Wetterdienst (DWD) sagt für den Nordosten Deutschlands starke Bewölkung mit regionalen Schauern vorau… [+639 chars],,de,'Sonne'
https://www.kraftfuttermischwerk.de/blogg/urlaub-2/,https://www.kraftfuttermischwerk.de/blogg/urlaub-2/,0,www.kraftfuttermischwerk.de,Urlaub,"So. Eine Woche Freibad, 100 Kinder, vier Tage Regen, sich ein daraus ergebenes Chaos, Aufbau, Abbau, beruflich das Jahreshighlight für alle Beteiligten und am Ende…Mehr lesen ->Urlaub",https://www.kraftfuttermischwerk.de/blogg/wp-content/uploads2/2025/08/IMG_4599-scaled.jpg,2025-08-02T09:43:04Z,,"So. Eine Woche Freibad, 100 Kinder, vier Tage Regen, sich ein daraus ergebenes Chaos, Aufbau, Abbau, beruflich das Jahreshighlight für alle Beteiligten und am Ende so gar keinen Bock mehr. Leute, ich… [+1436 chars]",,de,'Freibad'
https://www.zeit.de/news/2025-08/02/zu-viel-regen-heidenheim-sagt-testspiel-in-jenbach-ab,https://www.zeit.de/news/2025-08/02/zu-viel-regen-heidenheim-sagt-testspiel-in-jenbach-ab,0,www.zeit.de,Fußball-Bundesliga: Zu viel Regen: Heidenheim sagt Testspiel in Jenbach ab,Hier finden Sie Informationen zu dem Thema „Fußball-Bundesliga“. Lesen Sie jetzt „Zu viel Regen: Heidenheim sagt Testspiel in Jenbach ab“.,https://img.zeit.de/news/2025-08/02/zu-viel-regen-heidenheim-sagt-testspiel-in-jenbach-ab-image-group/wide__1300x731,2025-08-02T13:26:05Z,,"Wegen zu starkem Regen muss Fußball-Bundesligist 1. FC Heidenheim im Trainingslager auf das Testspiel gegen RC Straßburg verzichten. Das Duell mit dem französischen Erstligisten falle aus, weil der P… [+654 chars]",,de,'Regen'
https://www.zeit.de/news/2025-08/02/braende-in-suedeuropa-und-tuerkei-lassen-nach-aber-neue-hitze,https://www.zeit.de/news/2025-08/02/braende-in-suedeuropa-und-tuerkei-lassen-nach-aber-neue-hitze,0,www.zeit.de,Brandbekämpfung: Brände in Südeuropa und Türkei lassen nach - aber neue Hitze,Hier finden Sie Informationen zu dem Thema „Brandbekämpfung“. Lesen Sie jetzt „Brände in Südeuropa und Türkei lassen nach - aber neue Hitze“.,https://img.zeit.de/news/2025-08/02/braende-in-suedeuropa-und-tuerkei-lassen-nach-aber-neue-hitze-image-group/wide__1300x731,2025-08-02T13:38:23Z,,"Feuerwehrleuten im Süden Europas und in der Türkei ist es gelungen, die verheerenden Waldbrände der vergangenen Tage weitgehend einzudämmen. Am schwierigsten war die Lage am Samstag noch in Nordportu… [+3177 chars]",,de,'Hitze'
https://www.zeit.de/news/2025-08/03/der-regen-haelt-sich-erst-ab-mittwoch-reichlich-sonne,https://www.zeit.de/news/2025-08/03/der-regen-haelt-sich-erst-ab-mittwoch-reichlich-sonne,0,www.zeit.de,"Wetter: Der Regen hält sich - Erst ab Mittwoch ""reichlich Sonne""","Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Der Regen hält sich - Erst ab Mittwoch ""reichlich Sonne""“.",https://img.zeit.de/news/2025-08/03/der-regen-haelt-sich-erst-ab-mittwoch-reichlich-sonne-image-group/wide__1300x731,2025-08-03T05:16:27Z,,"Nach einem wechselhaften Wetter am Wochenende müssen sich die Menschen in Baden-Württemberg weiterhin auf Tage mit viel Regen einstellen. Nur am Montag werde es im Tagesverlauf zunehmend trocken, mit… [+1530 chars]",,de,'Sonne'
https://www.faz.net/aktuell/rhein-main/frankfurt/city-triathlon-frankfurt-mehr-junge-frauen-waren-dabei-110620341.html,https://www.faz.net/aktuell/rhein-main/frankfurt/city-triathlon-frankfurt-mehr-junge-frauen-waren-dabei-110620341.html,0,www.faz.net,City-Triathlon Frankfurt: Die kleine Schwester des Ironman,Ausdauersportler trotzen den widrigen Bedingungen samt Regen beim City-Triathlon in Frankfurt. Vor allem in der Gruppe der Frauen unter 30 Jahren erlebt der Sport einen Aufschwung. Die Krise nach der Pandemie ist überwunden.,https://media1.faz.net/ppmedia/aktuell/3086432147/1.10620403/facebook_teaser/die-sportler-laufen-durch-die.jpg,2025-08-03T12:48:26Z,http://archive.md/20250803201039/https://www.faz.net/aktuell/rhein-main/frankfurt/city-triathlon-frankfurt-mehr-junge-frauen-waren-dabei-110620341.html,"Das Wetter meint es nicht wirklich gut mit den Sportlern, die am Sonntag den Frankfurter City-Triathlon bewältigen. Kein Sonnenschein wärmt die strapazierten Muskeln der Radfahrer, von denen viele in… [+3090 chars]",,de,'Regen'
